"","model","sample","variable","importance"
"172","NN3_MAE",2,"ind_baspread",0.016813450574545
"173","NN4_MSE",2,"ind_baspread",0.0169252673753259
"174","NN4_MAE",2,"ind_baspread",0.0171361980475886
"175","NN5_MSE",2,"ind_baspread",0.0170163512572661
"176","NN5_MAE",2,"ind_baspread",0.0167601523711571
"177","LM_MSE",3,"ind_baspread",0.0181102416282439
"178","LM_MAE",3,"ind_baspread",0.0166725128641782
"179","ELN_MSE",3,"ind_baspread",4.38981220705678e-06
"180","ELN_MAE",3,"ind_baspread",0.00104492743842746
"181","RF_MSE",3,"ind_baspread",0.0156189864484241
"182","RF_MAE",3,"ind_baspread",0.0147435618696262
"183","NN1_MSE",3,"ind_baspread",0.0163978062322642
"184","NN1_MAE",3,"ind_baspread",0.0156493212759315
"185","NN2_MSE",3,"ind_baspread",0.0155986368050098
"186","NN2_MAE",3,"ind_baspread",0.0164541355453823
"187","NN3_MSE",3,"ind_baspread",0.0165235987329508
"188","NN3_MAE",3,"ind_baspread",0.0160365094649849
"189","NN4_MSE",3,"ind_baspread",0.0160316525899858
"190","NN4_MAE",3,"ind_baspread",0.0165874976824729
"191","NN5_MSE",3,"ind_baspread",0.0163395760088838
"192","NN5_MAE",3,"ind_baspread",0.0161133750065726
"193","LM_MSE",1,"ind_beta1",0.0438395607930992
"194","LM_MAE",1,"ind_beta1",0.0166736257853159
"195","ELN_MSE",1,"ind_beta1",0.00194966122610547
"196","ELN_MAE",1,"ind_beta1",0.000504471995933111
"197","RF_MSE",1,"ind_beta1",0.025575707260211
"198","RF_MAE",1,"ind_beta1",0.0153359913891769
"199","NN1_MSE",1,"ind_beta1",0.0166291944447548
"200","NN1_MAE",1,"ind_beta1",0.0166655768516031
"201","NN2_MSE",1,"ind_beta1",0.0167052518633071
"202","NN2_MAE",1,"ind_beta1",0.0166206692921468
"203","NN3_MSE",1,"ind_beta1",0.0166648708603414
"204","NN3_MAE",1,"ind_beta1",0.0165640089968296
"205","NN4_MSE",1,"ind_beta1",0.0166940539021896
"206","NN4_MAE",1,"ind_beta1",0.0166698238564983
"207","NN5_MSE",1,"ind_beta1",0.0166984898881273
"208","NN5_MAE",1,"ind_beta1",0.0167542982421766
"209","LM_MSE",2,"ind_beta1",0.0194686104465347
"210","LM_MAE",2,"ind_beta1",0.0150762424479143
"211","ELN_MSE",2,"ind_beta1",0.00275440770320284
"212","ELN_MAE",2,"ind_beta1",0.00211095423800303
"213","RF_MSE",2,"ind_beta1",0.0153042519602357
"214","RF_MAE",2,"ind_beta1",0.0148626903175499
"215","NN1_MSE",2,"ind_beta1",0.0170027701123899
"216","NN1_MAE",2,"ind_beta1",0.0168354125930431
"217","NN2_MSE",2,"ind_beta1",0.0169891262999755
"218","NN2_MAE",2,"ind_beta1",0.0168092075697171
"219","NN3_MSE",2,"ind_beta1",0.0167725203176172
"220","NN3_MAE",2,"ind_beta1",0.0166937184872578
"221","NN4_MSE",2,"ind_beta1",0.0174018301837641
"222","NN4_MAE",2,"ind_beta1",0.0167935090011663
"223","NN5_MSE",2,"ind_beta1",0.0170595497268079
"224","NN5_MAE",2,"ind_beta1",0.0166679525476999
"225","LM_MSE",3,"ind_beta1",0.0481933727979224
"226","LM_MAE",3,"ind_beta1",0.0170752868142843
"227","ELN_MSE",3,"ind_beta1",0.000503344785788673
"228","ELN_MAE",3,"ind_beta1",0.00104492743842746
"229","RF_MSE",3,"ind_beta1",0.0174074646385913
"230","RF_MAE",3,"ind_beta1",0.018034139323206
"231","NN1_MSE",3,"ind_beta1",0.0162397434053206
"232","NN1_MAE",3,"ind_beta1",0.0150223554035922
"233","NN2_MSE",3,"ind_beta1",0.0153975139959798
"234","NN2_MAE",3,"ind_beta1",0.0161236643211309
"235","NN3_MSE",3,"ind_beta1",0.0163957247462159
"236","NN3_MAE",3,"ind_beta1",0.0155157968229603
"237","NN4_MSE",3,"ind_beta1",0.0160505116738626
"238","NN4_MAE",3,"ind_beta1",0.0155839344813954
"239","NN5_MSE",3,"ind_beta1",0.0158432752052101
"240","NN5_MAE",3,"ind_beta1",0.0148511028253688
"241","LM_MSE",1,"ind_betasq",0.0128598153633611
"242","LM_MAE",1,"ind_betasq",0.0180968535654197
"243","ELN_MSE",1,"ind_betasq",0.00197956004073972
"244","ELN_MAE",1,"ind_betasq",0.000106423179818368
"245","RF_MSE",1,"ind_betasq",0.0119425780461865
"246","RF_MAE",1,"ind_betasq",0.0171011531653498
"247","NN1_MSE",1,"ind_betasq",0.0166531591972986
"248","NN1_MAE",1,"ind_betasq",0.0166885176980526
"249","NN2_MSE",1,"ind_betasq",0.016667345988858
"250","NN2_MAE",1,"ind_betasq",0.0166795419621318
"251","NN3_MSE",1,"ind_betasq",0.0166544545801984
"252","NN3_MAE",1,"ind_betasq",0.0166276644583516
"253","NN4_MSE",1,"ind_betasq",0.0166436580935314
"254","NN4_MAE",1,"ind_betasq",0.0167144004780278
"255","NN5_MSE",1,"ind_betasq",0.0166750228630443
"256","NN5_MAE",1,"ind_betasq",0.0167362036460674
"257","LM_MSE",2,"ind_betasq",0.00877677616245152
"258","LM_MAE",2,"ind_betasq",0.0184646959482578
"259","ELN_MSE",2,"ind_betasq",0.00305191565205992
"260","ELN_MAE",2,"ind_betasq",0.00639650266200778
"261","RF_MSE",2,"ind_betasq",0.0166982565334861
"262","RF_MAE",2,"ind_betasq",0.014218557664655
"263","NN1_MSE",2,"ind_betasq",0.0168752878386542
"264","NN1_MAE",2,"ind_betasq",0.0168178265992556
"265","NN2_MSE",2,"ind_betasq",0.016909388307875
"266","NN2_MAE",2,"ind_betasq",0.0168226506724409
"267","NN3_MSE",2,"ind_betasq",0.0167319532447064
"268","NN3_MAE",2,"ind_betasq",0.0166537553778974
"269","NN4_MSE",2,"ind_betasq",0.0171983328712824
"270","NN4_MAE",2,"ind_betasq",0.0169934673796099
"271","NN5_MSE",2,"ind_betasq",0.0170343577441806
"272","NN5_MAE",2,"ind_betasq",0.0166937674940827
"273","LM_MSE",3,"ind_betasq",0
"274","LM_MAE",3,"ind_betasq",0.0173032055373495
"275","ELN_MSE",3,"ind_betasq",4.38981220705678e-06
"276","ELN_MAE",3,"ind_betasq",0.000961188272160249
"277","RF_MSE",3,"ind_betasq",0.0154128181209065
"278","RF_MAE",3,"ind_betasq",0.0154725458085991
"279","NN1_MSE",3,"ind_betasq",0.0163086993684282
"280","NN1_MAE",3,"ind_betasq",0.0153387962185892
"281","NN2_MSE",3,"ind_betasq",0.0153038603594379
"282","NN2_MAE",3,"ind_betasq",0.0162983305899416
"283","NN3_MSE",3,"ind_betasq",0.0164799682584035
"284","NN3_MAE",3,"ind_betasq",0.0156404048060748
"285","NN4_MSE",3,"ind_betasq",0.0159939516902526
"286","NN4_MAE",3,"ind_betasq",0.015527947168437
"287","NN5_MSE",3,"ind_betasq",0.016003688953612
"288","NN5_MAE",3,"ind_betasq",0.015252703049839
"289","LM_MSE",1,"ind_bm",0.0179715767528952
"290","LM_MAE",1,"ind_bm",0.0168051102269906
"291","ELN_MSE",1,"ind_bm",0.00197956004073972
"292","ELN_MAE",1,"ind_bm",0.000348129643561994
"293","RF_MSE",1,"ind_bm",0.00903836698259506
"294","RF_MAE",1,"ind_bm",0.0111070245110374
"295","NN1_MSE",1,"ind_bm",0.016538501765976
"296","NN1_MAE",1,"ind_bm",0.0167261148861223
"297","NN2_MSE",1,"ind_bm",0.0166163285903736
"298","NN2_MAE",1,"ind_bm",0.016802689811303
"299","NN3_MSE",1,"ind_bm",0.0165499059342253
"300","NN3_MAE",1,"ind_bm",0.0168030536443561
"301","NN4_MSE",1,"ind_bm",0.0165783044624436
"302","NN4_MAE",1,"ind_bm",0.0167495548093348
"303","NN5_MSE",1,"ind_bm",0.0166737178265321
"304","NN5_MAE",1,"ind_bm",0.0167053273246531
"305","LM_MSE",2,"ind_bm",0.0174016428607475
"306","LM_MAE",2,"ind_bm",0.0166959433351342
"307","ELN_MSE",2,"ind_bm",0.00305191565205992
"308","ELN_MAE",2,"ind_bm",0.00107401956501231
"309","RF_MSE",2,"ind_bm",0.0183140822250604
"310","RF_MAE",2,"ind_bm",0.019959595176073
"311","NN1_MSE",2,"ind_bm",0.0166434832566911
"312","NN1_MAE",2,"ind_bm",0.0168474401848107
"313","NN2_MSE",2,"ind_bm",0.0168783551374059
"314","NN2_MAE",2,"ind_bm",0.0168432763930873
"315","NN3_MSE",2,"ind_bm",0.0167525814936627
"316","NN3_MAE",2,"ind_bm",0.0168284029201216
"317","NN4_MSE",2,"ind_bm",0.016835305434705
"318","NN4_MAE",2,"ind_bm",0.0170899795851386
"319","NN5_MSE",2,"ind_bm",0.0169747616206795
"320","NN5_MAE",2,"ind_bm",0.0168296117378389
"321","LM_MSE",3,"ind_bm",0.015727508028149
"322","LM_MAE",3,"ind_bm",0.0166775188729788
"323","ELN_MSE",3,"ind_bm",4.38981220705678e-06
"324","ELN_MAE",3,"ind_bm",0.00181317860445717
"325","RF_MSE",3,"ind_bm",0.0163276404544261
"326","RF_MAE",3,"ind_bm",0.0198306512848918
"327","NN1_MSE",3,"ind_bm",0.0163517357742751
"328","NN1_MAE",3,"ind_bm",0.0157559451766652
"329","NN2_MSE",3,"ind_bm",0.0158615620160511
"330","NN2_MAE",3,"ind_bm",0.0165608275175353
"331","NN3_MSE",3,"ind_bm",0.0165177312597815
"332","NN3_MAE",3,"ind_bm",0.0162604139707162
"333","NN4_MSE",3,"ind_bm",0.0163027878487227
"334","NN4_MAE",3,"ind_bm",0.0163640042539493
"335","NN5_MSE",3,"ind_bm",0.0166442620689733
"336","NN5_MAE",3,"ind_bm",0.016025840297865
"337","LM_MSE",1,"ind_bm_ia",0.0135731386568288
"338","LM_MAE",1,"ind_bm_ia",0.0167047039838041
"339","ELN_MSE",1,"ind_bm_ia",0.00197956004073972
"340","ELN_MAE",1,"ind_bm_ia",0.000504471995933111
"341","RF_MSE",1,"ind_bm_ia",0.00505806160785023
"342","RF_MAE",1,"ind_bm_ia",0.012296701044658
"343","NN1_MSE",1,"ind_bm_ia",0.0165350905885056
"344","NN1_MAE",1,"ind_bm_ia",0.0167205561248279
"345","NN2_MSE",1,"ind_bm_ia",0.0166084581641184
"346","NN2_MAE",1,"ind_bm_ia",0.0168017323662712
"347","NN3_MSE",1,"ind_bm_ia",0.0165373546422167
"348","NN3_MAE",1,"ind_bm_ia",0.0167455747526545
"349","NN4_MSE",1,"ind_bm_ia",0.0165708182640318
"350","NN4_MAE",1,"ind_bm_ia",0.0167470469736271
"351","NN5_MSE",1,"ind_bm_ia",0.0166567106837434
"352","NN5_MAE",1,"ind_bm_ia",0.0167057387549847
"353","LM_MSE",2,"ind_bm_ia",0.0166144680108673
"354","LM_MAE",2,"ind_bm_ia",0.0167585205410648
"355","ELN_MSE",2,"ind_bm_ia",0.00305191565205992
"356","ELN_MAE",2,"ind_bm_ia",0.00211095423800303
