"","model","dgp_spec","SV","cross_corr","validation_MAE","validation_MSE","validation_RMSE","validation_RSquare","test_MAE","test_MSE","test_RMSE","test_RSquare","validation_MAE_ave","validation_MSE_ave","validation_RMSE_ave","validation_RSquare_ave","test_MAE_ave","test_MSE_ave","test_RMSE_ave","test_RSquare_ave"
"164","FFORMA_MSE","g1",1,0.1,0.0448793756923217,0.0042014706950254,0.0601806845274122,-0.0766936504468758,0.03835805592908,0.00289473808250502,0.0493457402602356,-0.140765160187991,0.0460427824603394,0.00432171080003893,0.0613395062287913,-0.158158235939672,0.0397202304751154,0.00302579817320411,0.0508682514183172,-0.258272456389295
"165","FFORMA_MSE","g1",1,1,0.0448529429618562,0.00419201968845186,0.0601652846190475,-0.0748905000844599,0.0388746973099567,0.00296472442410351,0.0499730341168116,-0.131239180078236,0.0460528358413544,0.00431614578844926,0.0613496940073095,-0.156917985151195,0.040231892983118,0.00308968686534595,0.0514668415990333,-0.256061111222279
"166","FFORMA_MSE","g2",1,0.01,0.0447488154051598,0.00418458905608623,0.0600403965209442,-0.0880945381952911,0.0384599945649684,0.00288934659852259,0.0493704032781842,-0.147390200873925,0.0460164903883267,0.00432543898313618,0.061359517902718,-0.155592509575794,0.0397340726530117,0.00302737769689364,0.0508656553312206,-0.255402339050635
"167","FFORMA_MSE","g2",1,0.1,0.0447545886046198,0.00417985162816358,0.0599978440150441,-0.0874674570937348,0.0384794994893898,0.00289122804521918,0.0494133334624414,-0.160061597499592,0.0460427824603394,0.00432171080003893,0.0613395062287913,-0.158158235939672,0.0397202304751154,0.00302579817320411,0.0508682514183172,-0.258272456389295
"168","FFORMA_MSE","g2",1,1,0.0447633869112163,0.00417281508066752,0.0599874983677996,-0.0889175759683224,0.0388079586675724,0.00293306593257179,0.0497955970054827,-0.165990012874901,0.0460528358413544,0.00431614578844926,0.0613496940073095,-0.156917985151195,0.040231892983118,0.00308968686534595,0.0514668415990333,-0.256061111222279
"169","FFORMA_MSE","g3",1,0.01,0.0484578037330044,0.00458765986600988,0.0638752692686898,-0.305110772897035,0.0424655531166797,0.00331080307524435,0.0540565570300267,-0.486145147380651,0.0460164903883267,0.00432543898313618,0.061359517902718,-0.155592509575794,0.0397340726530117,0.00302737769689364,0.0508656553312206,-0.255402339050635
"170","FFORMA_MSE","g3",1,0.1,0.0484943830840767,0.00458381007692781,0.0638399901439176,-0.310313600278406,0.0423231360068764,0.00329142839188812,0.0538456805322747,-0.473990611480303,0.0460427824603394,0.00432171080003893,0.0613395062287913,-0.158158235939672,0.0397202304751154,0.00302579817320411,0.0508682514183172,-0.258272456389295
"171","FFORMA_MSE","g3",1,1,0.0485421776509906,0.0045836025962284,0.0638962990350815,-0.306945879400803,0.0430130229718249,0.00337127023936256,0.0546318936748057,-0.470954140713699,0.0460528358413544,0.00431614578844926,0.0613496940073095,-0.156917985151195,0.040231892983118,0.00308968686534595,0.0514668415990333,-0.256061111222279
"172","FFORMA_MAE","g1",1,0.01,0.0449205194681938,0.00421426164859664,0.0602670950782452,-0.0798715480004423,0.0387548272519523,0.00293874867347103,0.0498488071948564,-0.179748327588184,0.046082691921658,0.00433194067109661,0.0614374731701438,-0.160921983928547,0.0401637792718368,0.00307388347415341,0.0514121489588984,-0.293917164266407
"173","FFORMA_MAE","g1",1,0.1,0.0450070073591179,0.00423027262815311,0.0603883670372857,-0.0859227514170197,0.0389359216555325,0.00295107106691685,0.0500735115468072,-0.192793036839181,0.0461985117087731,0.00434555418970706,0.0615434851476894,-0.171027640261025,0.0402761373756589,0.00310081875499473,0.0516913196183378,-0.318387372718932
"174","FFORMA_MAE","g1",1,1,0.0449701398230984,0.00420241600032204,0.0602803996062448,-0.0828789809582813,0.0392468114665502,0.00297214564979297,0.0502897348357427,-0.163655877437819,0.0461800117511846,0.00433149127884388,0.0614933709137503,-0.165492103019569,0.0407810604190837,0.00313879373613702,0.0521051681587891,-0.30045191993977
"175","FFORMA_MAE","g2",1,0.01,0.0448342177607346,0.00418988811816259,0.0601339134440441,-0.0963863137369408,0.0387472395343297,0.00291782997362689,0.0497232691057427,-0.174093790307649,0.046082691921658,0.00433194067109661,0.0614374731701438,-0.160921983928547,0.0401637792718368,0.00307388347415341,0.0514121489588984,-0.293917164266407
"176","FFORMA_MAE","g2",1,0.1,0.0449347835991693,0.00419823065470159,0.0602080486639844,-0.102444233279028,0.0387959247283328,0.00294568301601738,0.0498591825125982,-0.175993911060305,0.0461985117087731,0.00434555418970706,0.0615434851476894,-0.171027640261025,0.0402761373756589,0.00310081875499473,0.0516913196183378,-0.318387372718932
"177","FFORMA_MAE","g2",1,1,0.0448672605653019,0.00418731381321984,0.0600925116599875,-0.0930931116747999,0.0393873248955293,0.00299595228175444,0.0505612565336175,-0.211618595966739,0.0461800117511846,0.00433149127884388,0.0614933709137503,-0.165492103019569,0.0407810604190837,0.00313879373613702,0.0521051681587891,-0.30045191993977
"178","FFORMA_MAE","g3",1,0.01,0.0484933385360456,0.00459167224653062,0.0639114109881422,-0.306508090048258,0.0429892710292284,0.00336507177536231,0.0546643705760962,-0.527909374903388,0.046082691921658,0.00433194067109661,0.0614374731701438,-0.160921983928547,0.0401637792718368,0.00307388347415341,0.0514121489588984,-0.293917164266407
"179","FFORMA_MAE","g3",1,0.1,0.048653744168032,0.00460815928626648,0.0640340397417983,-0.324715936087029,0.0430965657431113,0.00340570218204996,0.055141264795608,-0.58637517025731,0.0461985117087731,0.00434555418970706,0.0615434851476894,-0.171027640261025,0.0402761373756589,0.00310081875499473,0.0516913196183378,-0.318387372718932
"180","FFORMA_MAE","g3",1,1,0.0487026348651535,0.00460474402298976,0.0641072014750185,-0.320504216425625,0.0437090448951716,0.00344828327686366,0.0554645131070073,-0.526081286414752,0.0461800117511846,0.00433149127884388,0.0614933709137503,-0.165492103019569,0.0407810604190837,0.00313879373613702,0.0521051681587891,-0.30045191993977
"181","DeepAR","g1",1,0.01,0,0,0,0,0.0382992685923461,0.00289998043265364,0.0493076961161123,-0.128929539990584,0,0,0,0,0.0387262032095224,0.0029427291952488,0.0497657997542997,-0.155476068529477
"182","DeepAR","g1",1,0.1,0,0,0,0,0.0388318341865843,0.00293529044796351,0.049856934054638,-0.181663308284791,0,0,0,0,0.0388144584044544,0.00294433764099728,0.049837617931517,-0.168032029924008
"183","DeepAR","g1",1,1,0,0,0,0,0.0405348456012877,0.0031590293559697,0.0517517479944924,-0.239141692464471,0,0,0,0,0.0396712339841723,0.00305123150434288,0.0508040392098096,-0.188511624205581
"184","DeepAR","g2",1,0.01,0,0,0,0,0.0384894932385351,0.00291212890592861,0.0493859313031264,-0.13251831715917,0,0,0,0,0.0387262032095224,0.0029427291952488,0.0497657997542997,-0.155476068529477
"185","DeepAR","g2",1,0.1,0,0,0,0,0.0384345322494962,0.00290450750028124,0.0493118109811844,-0.131874446242865,0,0,0,0,0.0388144584044544,0.00294433764099728,0.049837617931517,-0.168032029924008
"186","DeepAR","g2",1,1,0,0,0,0,0.0387870443286573,0.00295243600164822,0.0497824394034563,-0.14402854606999,0,0,0,0,0.0396712339841723,0.00305123150434288,0.0508040392098096,-0.188511624205581
"187","DeepAR","g3",1,0.01,0,0,0,0,0.0393898477976858,0.00301607824716416,0.0506037718436604,-0.204980348438679,0,0,0,0,0.0387262032095224,0.0029427291952488,0.0497657997542997,-0.155476068529477
"188","DeepAR","g3",1,0.1,0,0,0,0,0.0391770087772826,0.0029932149747471,0.0503441087587286,-0.19055833524437,0,0,0,0,0.0388144584044544,0.00294433764099728,0.049837617931517,-0.168032029924008
"189","DeepAR","g3",1,1,0,0,0,0,0.0396918120225719,0.00304222915541072,0.0508779302314802,-0.182364634082283,0,0,0,0,0.0396712339841723,0.00305123150434288,0.0508040392098096,-0.188511624205581
