"","model","sample","variable","importance"
"397","NN4_MSE",1,"ind_cash",0.0138751098042123
"398","NN4_MAE",1,"ind_cash",0.0136173497631955
"399","NN5_MSE",1,"ind_cash",0.0140008361635607
"400","NN5_MAE",1,"ind_cash",0.0138219239350418
"401","LM_MSE",2,"ind_cash",0.000923976951456202
"402","LM_MAE",2,"ind_cash",0.000982918222461369
"403","ELN_MSE",2,"ind_cash",0.0138888888888889
"404","ELN_MAE",2,"ind_cash",0.0120849403914289
"405","RF_MSE",2,"ind_cash",0.0136890731542623
"406","RF_MAE",2,"ind_cash",0.00981126024930267
"407","NN1_MSE",2,"ind_cash",0.0149095740643621
"408","NN1_MAE",2,"ind_cash",0.0150859223194004
"409","NN2_MSE",2,"ind_cash",0.0148197007915731
"410","NN2_MAE",2,"ind_cash",0.0140992898672232
"411","NN3_MSE",2,"ind_cash",0.0161763073074538
"412","NN3_MAE",2,"ind_cash",0.0145689343380913
"413","NN4_MSE",2,"ind_cash",0.0146634627428643
"414","NN4_MAE",2,"ind_cash",0.0146317387672167
"415","NN5_MSE",2,"ind_cash",0.015224283913642
"416","NN5_MAE",2,"ind_cash",0.0144970663427998
"417","LM_MSE",3,"ind_cash",0.011455742988999
"418","LM_MAE",3,"ind_cash",0.0122528993688953
"419","ELN_MSE",3,"ind_cash",0.00546129489981167
"420","ELN_MAE",3,"ind_cash",0.0138747188491243
"421","RF_MSE",3,"ind_cash",0.0123630656230197
"422","RF_MAE",3,"ind_cash",0.0149424474615037
"423","NN1_MSE",3,"ind_cash",0.0106837165628931
"424","NN1_MAE",3,"ind_cash",0.0121119367487279
"425","NN2_MSE",3,"ind_cash",0.0118071965083399
"426","NN2_MAE",3,"ind_cash",0.0140970421060832
"427","NN3_MSE",3,"ind_cash",0.0237814343769946
"428","NN3_MAE",3,"ind_cash",0.0146817704117607
"429","NN4_MSE",3,"ind_cash",0.0145217375494938
"430","NN4_MAE",3,"ind_cash",0.0133099267444847
"431","NN5_MSE",3,"ind_cash",0.0121993819790446
"432","NN5_MAE",3,"ind_cash",0.00767392721111441
"433","LM_MSE",1,"ind_cashdebt",0.00139260026658707
"434","LM_MAE",1,"ind_cashdebt",0.00140783883476141
"435","ELN_MSE",1,"ind_cashdebt",2.55733697757946e-99
"436","ELN_MAE",1,"ind_cashdebt",0.00171367789821392
"437","RF_MSE",1,"ind_cashdebt",0.0142976423241942
"438","RF_MAE",1,"ind_cashdebt",0.0142464389970123
"439","NN1_MSE",1,"ind_cashdebt",0.0136043482266709
"440","NN1_MAE",1,"ind_cashdebt",0.0140423964229074
"441","NN2_MSE",1,"ind_cashdebt",0.0134201084507746
"442","NN2_MAE",1,"ind_cashdebt",0.0139019294387121
"443","NN3_MSE",1,"ind_cashdebt",0.0139109103751787
"444","NN3_MAE",1,"ind_cashdebt",0.0140205778255421
"445","NN4_MSE",1,"ind_cashdebt",0.0138740407710226
"446","NN4_MAE",1,"ind_cashdebt",0.0138216543973722
"447","NN5_MSE",1,"ind_cashdebt",0.0139874939695582
"448","NN5_MAE",1,"ind_cashdebt",0.0138501177119411
"449","LM_MSE",2,"ind_cashdebt",0.00114574956737141
"450","LM_MAE",2,"ind_cashdebt",0.0011715181118339
"451","ELN_MSE",2,"ind_cashdebt",0.0138888888888889
"452","ELN_MAE",2,"ind_cashdebt",0.0120849403914289
"453","RF_MSE",2,"ind_cashdebt",0.00835301689259081
"454","RF_MAE",2,"ind_cashdebt",0.0152128139726905
"455","NN1_MSE",2,"ind_cashdebt",0.0141472297721558
"456","NN1_MAE",2,"ind_cashdebt",0.0141659062359713
"457","NN2_MSE",2,"ind_cashdebt",0.0140571564742515
"458","NN2_MAE",2,"ind_cashdebt",0.0140862917797318
"459","NN3_MSE",2,"ind_cashdebt",0.0143605038544869
"460","NN3_MAE",2,"ind_cashdebt",0.0140002730006223
"461","NN4_MSE",2,"ind_cashdebt",0.0142091944552559
"462","NN4_MAE",2,"ind_cashdebt",0.0138913876900707
"463","NN5_MSE",2,"ind_cashdebt",0.0137192385632408
"464","NN5_MAE",2,"ind_cashdebt",0.0137866029567084
"465","LM_MSE",3,"ind_cashdebt",0.0115202707659442
"466","LM_MAE",3,"ind_cashdebt",0.0123294170297619
"467","ELN_MSE",3,"ind_cashdebt",0.00546129489981167
"468","ELN_MAE",3,"ind_cashdebt",0.0138747188491243
"469","RF_MSE",3,"ind_cashdebt",0.0111527660708001
"470","RF_MAE",3,"ind_cashdebt",0.0153718899259613
